Date,Open,High,Low,Close,Adj Close,Volume
2010-02-04,2362.063721,2389.93457,2249.584473,2269.98999,1485.407104,8561451.0
2010-02-05,2258.542969,2285.418457,2199.814697,2263.52002,1481.17334,9324684.0
2010-02-08,2280.441406,2336.18335,2239.132813,2314.782471,1514.717773,7680493.0
2010-02-09,2331.704102,2386.948486,2320.25708,2350.118896,1537.840454,6362012.0
2010-02-10,2359.077393,2408.846924,2295.870117,2317.270996,1516.345947,6416333.0
2010-02-11,2366.542969,2418.800781,2306.819336,2336.681152,1529.047485,7518798.0
2010-02-12,2341.1604,2389.437012,2266.008301,2299.354004,1504.621582,6972072.0
2010-02-15,2326.229492,2373.012939,2316.275635,2338.174316,1530.024902,4106826.0
2010-02-16,2378.985107,2438.210938,2367.538086,2427.759521,1588.646362,6845219.0
2010-02-17,2452.644287,2481.012939,2428.754883,2432.23877,1591.577515,7059983.0
2010-02-18,2413.823975,2490.468994,2397.897705,2490.468994,1629.681274,6036764.0
2010-02-19,2447.169678,2457.621094,2395.40918,2446.174316,1600.696289,8710674.0
2010-02-22,2479.519775,2488.478271,2424.275635,2435.722656,1593.856812,4488088.0
2010-02-23,2460.109619,2488.976074,2358.57959,2369.03125,1550.216187,5992677.0
2010-02-24,2365.547607,2387.943848,2335.685791,2374.008301,1553.473145,4557379.0
2010-02-25,2348.128174,2371.519775,2264.515137,2295.870117,1502.341919,6423566.0
2010-02-26,2316.275635,2380.976074,2311.298584,2378.985107,1556.729492,5806288.0
2010-03-01,2413.823975,2448.164795,2402.376953,2438.70874,1595.810669,4600001.0
2010-03-02,2442.690186,2509.381592,2427.759521,2507.390625,1640.754517,4657351.0
2010-03-03,2498.929932,2624.846924,2496.939209,2608.423096,1706.866699,6856501.0
2010-03-04,2578.063477,2618.874512,2558.155762,2578.561279,1687.326538,4912250.0
2010-03-05,2603.943604,2668.644043,2593.492188,2652.220215,1735.525635,5554633.0
2010-03-08,2682.57959,2690.542725,2640.773193,2652.220215,1735.525635,4748667.0
2010-03-09,2643.261719,2651.224854,2599.962158,2636.293945,1725.104004,5338829.0
2010-03-10,2622.856201,2710.948242,2622.856201,2697.510498,1765.162109,4879978.0
2010-03-11,2672.625732,2695.519775,2635.298584,2666.155518,1744.645142,5802462.0
2010-03-12,2669.141846,2712.441406,2647.243164,2695.519775,1763.859741,6187299.0
2010-03-15,2677.602539,2690.542725,2641.270996,2651.722412,1735.200073,3726593.0
2010-03-16,2664.164795,2697.012695,2653.215576,2667.648682,1745.62146,3760199.0
2010-03-17,2694.524414,2733.842285,2684.072754,2714.929688,1776.560669,3488529.0
2010-03-18,2701.491943,2754.247803,2700.994385,2720.404541,1780.143066,4830019.0
2010-03-19,2727.372314,2754.247803,2637.787109,2651.722412,1735.200073,7789273.0
2010-03-22,2638.284668,2671.630371,2581.547363,2671.630371,1748.227539,3964053.0
2010-03-23,2684.570313,2740.810059,2680.588867,2704.97583,1770.047852,4539138.0
2010-03-24,2739.316895,2768.18335,2681.086426,2729.363037,1786.005615,4139120.0
2010-03-25,2722.893066,2772.164795,2716.422852,2764.20166,1808.802856,4281023.0
2010-03-26,2743.796143,2790.57959,2740.312256,2782.616455,1820.852905,3939406.0
2010-03-29,2800.533447,2851.29834,2793.068115,2819.445801,1844.952881,3422052.0
2010-03-30,2846.819092,2876.183105,2806.505859,2820.938965,1845.930054,4818361.0
2010-03-31,2807.003418,2868.220215,2800.035889,2860.754639,1871.984131,5083253.0
2010-04-01,2867.722412,2941.381348,2867.722412,2933.418213,1919.532471,3380731.0
2010-04-06,2946.358398,3001.602539,2923.961914,2983.187744,1952.100342,4158504.0
